audit_id,question_id,stage,question,gold_answer,gold_supporting_facts,retrieved_evidence,covered_supporting_facts,automatic_three_class_label,automatic_stop_label,critic_stop_probability,critic_prediction,prediction_outcome,evidence_length_tokens,evidence_length_bucket,gold_supporting_fact_count,gold_supporting_fact_bucket,visible_supporting_fact_ratio_evaluation_only,human_sufficient_to_answer,human_label,human_notes,reviewer

[article_e167fb5f6edbdd186137_b256_s0000-0004] TITLE: Lucie Šafářová | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Lucie Šafářová (] ; born 4 February 1987) is a Czech professional tennis player from Brno.  She is currently the WTA world No. 1 doubles player.  Šafářová has won seven WTA tour singles titles, fifteen doubles titles and reached the quarterfinals of the 2007 Australian Open by upsetting defending champion Amélie Mauresmo in the fourth round.  She reached her first Grand Slam semifinal at the 2014 Wimbledon Championships and her first Grand Slam final at the 2015 French Open.  She also won the 2015 Australian Open, 2015 French Open, 2016 US Open, 2017 Australian Open and 2017 French Open women's doubles titles partnering with Bethanie Mattek-Sands.

[article_6b04fe43ec8da17686c0_b256_s0000-0001] TITLE: Amélie Mauresmo | SENTENCE_IDS: [0, 1] | TEXT: Amélie Simone Mauresmo ] (born 5 July 1979) is a French former professional tennis player, and a former world No. 1.  Mauresmo won two Grand Slam singles titles at the Australian Open and at Wimbledon, and also won a Silver Medal at the 2004 Summer Olympics.","[{""title"": ""Francesca Schiavone"", ""sentence_id"": 1}, {""title"": ""Francesca Schiavone"", ""sentence_id"": 2}, {""title"": ""Olga Morozova"", ""sentence_id"": 1}]",sufficient,1,0.9993175268173218,1,correct_stop,632,513-1024,3,3,1.0,,,,
33,hotpot_006382,dense@5,"Who won more awards, Frank Sinatra or Nivek Ogre?",Frank Sinatra,"[{""title"": ""Nivek Ogre"", ""sentence_id"": 0}, {""title"": ""Nivek Ogre"", ""sentence_id"": 1}, {""title"": ""Frank Sinatra"", ""sentence_id"": 0}, {""title"": ""Frank Sinatra"", ""sentence_id"": 4}, {""title"": ""Frank Sinatra"", ""sentence_id"": 6}]","[article_cb1e5a2c0b1c907f5cef_b256_s0000-0007] TITLE: Frank Sinatra | SENTENCE_IDS: [0, 1, 2, 3, 4, 5, 6, 7] | TEXT: Francis Albert Sinatra ( ; ] ; December 12, 1915 – May 14, 1998) was an American singer, actor, and producer who was one of the most popular and influential musical artists of the 20th century.  He is one of the best-selling music artists of all time, having sold more than 150 million records worldwide.  Born in Hoboken, New Jersey, to Italian immigrants, Sinatra began his musical career in the swing era with bandleaders Harry James and Tommy Dorsey.  Sinatra found success as a solo artist after he signed with Columbia Records in 1943, becoming the idol of the ""bobby soxers"".  He released his debut album, ""The Voice of Frank Sinatra"", in 1946.  Sinatra's professional career had stalled by the early 1950s, and he turned to Las Vegas, where he became one of its best known performers as part of the Rat Pack.  His career was reborn in 1953 with the success of ""From Here to Eternity"", with his performance subsequently winning an Academy Award and Golden Globe Award for Best Supporting Actor.  Sinatra released several critically lauded albums, including ""In the Wee Small Hours"" (1955), ""Songs for Swingin' Lovers!

[article_8072494e0f89cb7e7b0c_b256_s0000-0003] TITLE: Nivek Ogre | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Nivek Ogre (born Kevin Graham Ogilvie December 5, 1962) is a Canadian musician, performance artist and actor best known as a founding member of the industrial music group Skinny Puppy.  Since that band featured another Kevin (Crompton, a.k.a. cEvin Key) and was produced by another Ogilvie (Dave, a.k.a. Rave), Ogre's alias was practical as well as theatrical.  Since 1982, he has served as Skinny Puppy's primary lyricist and vocalist, occasionally providing instrumentation and samples.  Ogre's guttural singing style and use of costumes, props, and fake blood on stage helped to bring Skinny Puppy extensive publicity and has inspired numerous other musicians.

[article_cb1e5a2c0b1c907f5cef_b256_s0008-0008] TITLE: Frank Sinatra | SENTENCE_IDS: [8] | TEXT: "" (1956), ""Come Fly with Me"" (1958), ""Only the Lonely"" (1958) and ""Nice 'n' Easy"" (1960).

[article_aaeeeaad83e73d04ac14_b256_s0000-0002] TITLE: F. Keogh Gleason | SENTENCE_IDS: [0, 1, 2] | TEXT: Francis Keogh Gleason (April 14, 1906 – December 18, 1982) was a resident set decorator at MGM studios for over 40 years.  In that time he won 4 Academy Awards (for ""An American in Paris"" in 1951, ""The Bad and the Beautiful"" in 1952, ""Somebody Up There Likes Me"" in 1956 and ""Gigi"" in 1958) and was nominated an additional 3 times.  Gleason graduated from the Minnesota School of Fine Arts (now known as the Minneapolis College of Art and Design) in 1927.

[article_6d46138843be04afde20_b256_s0000-0001] TITLE: Louis Armstrong | SENTENCE_IDS: [0, 1] | TEXT: Louis Daniel Armstrong (August 4, 1901– July 6, 1971), nicknamed Satchmo, Satch or Pops, was an American trumpeter, composer, singer and occasional actor who was one of the most influential figures in jazz.  His career spanned five decades, from the 1920s to the 1960s, and different eras in the history of jazz.","[{""title"": ""Nivek Ogre"", ""sentence_id"": 0}, {""title"": ""Nivek Ogre"", ""sentence_id"": 1}, {""title"": ""Frank Sinatra"", ""sentence_id"": 0}, {""title"": ""Frank Sinatra"", ""sentence_id"": 4}, {""title"": ""Frank Sinatra"", ""sentence_id"": 6}]",sufficient,1,0.9993189573287964,1,correct_stop,783,513-1024,5,4+,0.4,,,,
34,hotpot_005563,dense@5,In what year was the son of Max Weinreich born?,1926,"[{""title"": ""Max Weinreich"", ""sentence_id"": 0}, {""title"": ""Uriel Weinreich"", ""sentence_id"": 0}]","[article_76873ac0f2f777125d53_b256_s0000-0000] TITLE: Max Weinreich | SENTENCE_IDS: [0] | TEXT: Max Weinreich (22 April 1894 in Kuldīga, Russian Empire, now Latvia – 29 January 1969 in New York City, United States) was a Russian Jewish linguist, specializing in sociolinguistics and Yiddish, and the father of the linguist Uriel Weinreich, who edited the ""Modern Yiddish-English English-Yiddish Dictionary"".

[article_bca88cb55a4039435cd1_b256_s0000-0000] TITLE: Uriel Weinreich | SENTENCE_IDS: [0] | TEXT: Uriel Weinreich (Yiddish: אוריאל ווײַנרײַך‎ ""Uriel Vaynraykh"", ] ; 23 May 1926 – 30 March 1967) was a Polish-American linguist.

[article_5c5d8b1913b7033c16fb_b256_s0000-0001] TITLE: Kasper Schmeichel | SENTENCE_IDS: [0, 1] | TEXT: Kasper Peter Schmeichel (] ; born 5 November 1986) is a Danish professional footballer who plays as a goalkeeper for Premier League club Leicester City and the Denmark national team.  He is the son of former Manchester United and Danish international goalkeeper Peter Schmeichel.

[article_909d95ec04c8b5649d83_b256_s0000-0002] TITLE: Mick Schumacher | SENTENCE_IDS: [0, 1, 2] | TEXT: Mick Schumacher (] ; born 22 March 1999) is a German racing driver.  He began his career in karting in 2008, progressing to the German ADAC Formula 4 by 2015.  He is the son of Corinna and seven-time Formula One World Champion Michael Schumacher, nephew of former Formula One driver Ralf Schumacher, and stepnephew of Sebastian Stahl.

[article_351093fc41d88bf29a82_b256_s0000-0000] TITLE: Erich Maria Remarque | SENTENCE_IDS: [0] | TEXT: Erich Maria Remarque (born Erich Paul Remark; 22 June 1898 – 25 September 1970) was a German","[{""title"": ""Max Weinreich"", ""sentence_id"": 0}, {""title"": ""Uriel Weinreich"", ""sentence_id"": 0}]",sufficient,1,0.988257110118866,1,correct_stop,362,<=512,2,2,1.0,,,,
35,hotpot_003199,dense@5,Hina is derived from a dye prepared in what areas?,South Asia and the Middle East,"[{""title"": ""Hina (given name)"", ""sentence_id"": 0}, {""title"": ""Hina (given name)"", ""sentence_id"": 1}, {""title"": ""Henna"", ""sentence_id"": 0}]","[article_d169a7c66b4891e1f192_b256_s0000-0000] TITLE: Henna | SENTENCE_IDS: [0] | TEXT: Henna (Arabic: حِنَّاء‎ ‎ ) is a dye prepared from the plant ""Lawsonia inermis"", also known as hina, the henna tree, the mignonette tree, and the Egyptian privet, the sole species of the ""Lawsonia"" genus.

[article_8a81fe063ad391ed73e9_b256_s0000-0003] TITLE: Hina (given name) | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Hina (Urdu: حنا‎ ) is a female name.  In South Asia and the Middle East, derived from Henna.  In Japan derived from light or sun.  In the Pacific Islands, derived from A goddess of various Polynesian cultures.

[article_b5ea999b36431d98a0b7_b256_s0000-0001] TITLE: Hino Motors | SENTENCE_IDS: [0, 1] | TEXT: Hino Motors, Ltd. (日野自動車株式会社, ""Hino Jidōsha""), commonly known as simply Hino, is a Japanese manufacturer of commercial vehicles and diesel engines (including for trucks, buses and other vehicles) headquartered in Hino-shi, Tokyo.  The company is a leading producer of medium and heavy-duty diesel trucks in Asia.

[article_689cf79d396129ce9925_b256_s0000-0003] TITLE: Hawaiian hibiscus | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Hawaiian hibiscus are seven species of hibiscus regarded as native to Hawaii.  The yellow hibiscus is Hawaii's state flower.  Although tourists regularly associate the hibiscus flower within experiences visiting the US state of Hawaii, and the plant family Malvaceae includes a relatively large number of species that are native to the Hawaiian Islands, those flowers regularly observed by tourists are generally not the native hibiscus flowers.  Most commonly grown as ornamental plants in the Islands are the Chinese hibiscus (""Hibiscus rosa-sinensis"") and its numerous hybrids.

[article_61146db8626cf4622d8d_b256_s0000-0001] TITLE: Pantone | SENTENCE_IDS: [0, 1] | TEXT: Pantone Inc. is a corporation headquartered in Carlstadt, New Jersey.  The company is best known for its Pantone Matching System (PMS), a proprietary color space used in a variety of industries, primarily printing, though sometimes in the manufacture of colored paint, fabric, and plastics.","[{""title"": ""Hina (given name)"", ""sentence_id"": 0}, {""title"": ""Hina (given name)"", ""sentence_id"": 1}, {""title"": ""Henna"", ""sentence_id"": 0}]",sufficient,1,0.979213297367096,1,correct_stop,499,<=512,3,3,1.0,,,,
36,hotpot_005713,dense@5,When did the person for whom Tubman University was named serve as President of his country?,1944 until his death in 1971,"[{""title"": ""Tubman University"", ""sentence_id"": 0}, {""title"": ""Tubman University"", ""sentence_id"": 1}, {""title"": ""William Tubman"", ""sentence_id"": 0}, {""title"": ""William Tubman"", ""sentence_id"": 1}]","[article_50275b86332d282a6b43_b256_s0000-0001] TITLE: William Tubman | SENTENCE_IDS: [0, 1] | TEXT: William Vacanarat Shadrach Tubman (November 29, 1895 – July 23, 1971) was a Liberian politician.  He was the 19th President of Liberia, serving from his election in 1944 until his death in 1971.

[article_26fd30c6556a66eb442c_b256_s0000-0001] TITLE: Tubman University | SENTENCE_IDS: [0, 1] | TEXT: William V. S. Tubman University, commonly known as Tubman University, is a public university located in Harper, Maryland County, Liberia.  The university is named after William Tubman, the 19th President of Liberia.

[article_287571c2a11cd5083128_b256_s0000-0001] TITLE: Kwame Nkrumah | SENTENCE_IDS: [0, 1] | TEXT: Kwame Nkrumah PC (21 September 1909 – 27 April 1972) was the first prime minister and president of Ghana, having led it to independence from Britain in 1957.  An influential advocate of Pan-Africanism, Nkrumah was a founding member of the Organization of African Unity and winner of the Lenin Peace Prize in 1962.

[article_a00d677f1351477ca816_b256_s0000-0000] TITLE: Seretse Khama | SENTENCE_IDS: [0] | TEXT: Sir Seretse Goitsebeng Maphiri Khama, GCB, KBE (1 July 1921 – 13 July 1980) was the first President of Botswana, in office from 1966 to 1980.

[article_8da23d627608927f400f_b256_s0000-0002] TITLE: Barack Obama | SENTENCE_IDS: [0, 1, 2] | TEXT: Barack Hussein Obama II ( ; born August 4, 1961) is an American politician who served as the 44th President of the United States from 2009 to 2017.  He is the first African American to have served as president.  He previously served in the U.S. Senate representing Illinois from 2005 to 2008 and in the Illinois State Senate from 1997 to 2004.","[{""title"": ""Tubman University"", ""sentence_id"": 0}, {""title"": ""Tubman University"", ""sentence_id"": 1}, {""title"": ""William Tubman"", ""sentence_id"": 0}, {""title"": ""William Tubman"", ""sentence_id"": 1}]",sufficient,1,0.941999077796936,1,correct_stop,381,<=512,4,4+,1.0,,,,
37,hotpot_001829,rerank@20,Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,"[{""title"": ""John André"", ""sentence_id"": 0}, {""title"": ""Benedict Arnold"", ""sentence_id"": 0}]","[article_0651c999feb4d1006fd5_b256_s0000-0000] TITLE: John André | SENTENCE_IDS: [0] | TEXT: John André (2 May 1750 – 2 October 1780) was a British Army officer hanged as a spy by the Continental Army during the American Revolutionary War for assisting Benedict Arnold's attempted surrender of the fort at West Point, New York to the British.

[article_a3da7208a553d7db6091_b256_s0000-0003] TITLE: Benedict Arnold | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Benedict Arnold (January 14, 1741 [O.S. January 3, 1740] June 14, 1801) was a general during the American Revolutionary War, who fought for the American Continental Army, and later defected to the British Army.  While a general on the American side, he obtained command of the fortifications at West Point, New York (which after 1802 would become the site of the U.S. Military Academy), overlooking the cliffs at the Hudson River (upriver from British-occupied New York City), and planned to surrender them to British forces.  This plan was exposed in September 1780.  He was commissioned into the British Army as a brigadier general.

[article_915514e8d72a225b2751_b256_s0000-0002] TITLE: Harriet Tubman | SENTENCE_IDS: [0, 1, 2] | TEXT: Harriet Tubman (born Araminta Ross;  1822 March 10, 1913) was an American abolitionist, humanitarian, and an armed scout and spy for the United States Army during the American Civil War.  Born into slavery, Tubman escaped and subsequently made some thirteen missions to rescue approximately seventy enslaved people, family and friends, using the network of antislavery activists and safe houses known as the Underground Railroad.  She later helped abolitionist John Brown recruit men for his raid on Harpers Ferry, and in the post-war era was an active participant in the struggle for women's suffrage.

[article_8a475228ce223190ca62_b256_s0000-0000] TITLE: Gunpowder Plot | SENTENCE_IDS: [0] | TEXT: The Gunpowder Plot of 1605, in earlier centuries often called the Gunpowder Treason Plot or the Jesuit Treason, was a failed assassination attempt against King James I of England and VI of Scotland by a group of provincial English Catholics led by Robert Catesby.

[article_fb8599fe9c07be20d255_b256_s0000-0008] TITLE: James Swan (financier) | SENTENCE_IDS: [0, 1, 2, 3, 4, 5, 6, 7, 8] | TEXT: James Swan (1754 – 31 July 1830) was a colorful personality based in Boston in the 18th and 19th centuries.  He was a member of the Sons of Liberty and participated in the Boston Tea Party.  Swan was twice wounded at the Battle of Bunker Hill, he next became secretary of the Massachusetts Board of War and the legislature.  During the time he held that office, he drew heavily on his private funds to aid the Continental Army, which was then in dire need of funds to arm and equip the soldiers who were arriving in Boston from all parts of New England.  After the American Revolution Swan privately assumed the entire United States French debts at a slightly higher interest rate.  Swan then resold these debts at a profit on domestic U.S. markets.  The United States no longer owed money to foreign governments, although it continued to owe money to private investors both in the United States and in Europe.  This allowed the young United States to place itself on a sound financial footing.  On principles of loyalty, he spent 22 years—more than a quarter of his life—in a Paris prison.

[article_d56d1befb31b56c4634d_b256_s0000-0004] TITLE: Friedrich Wilhelm von Steuben | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Friedrich Wilhelm August Heinrich Ferdinand Steuben (born Friedrich Wilhelm Ludolf Gerhard Augustin von Steuben; September 17, 1730 – November 28, 1794), also referred to as the Baron von Steuben, was a Prussian and later an American military officer.  He served as inspector general and major general of the Continental Army during the American Revolutionary War.  He is credited with being one of the fathers of the Continental Army in teaching them the essentials of military drills, tactics, and disciplines.  He wrote ""Regulations for the Order and Discipline of the Troops of the United States"", the book that served as standard United States drill manual until the American Civil War.  He served as General George Washington's chief of staff in the final years of the war.

[article_5a67d75936d20b02db83_b256_s0000-0000] TITLE: Derek Knee | SENTENCE_IDS: [0] | TEXT: Derek Knee (22 October 1922 – 18 March 2014) was a British Army intelligence officer during World War II who was the interpreter and translator for Field Marshal Sir Bernard Montgomery, commander of the Anglo-Canadian 21st Army Group, at the German surrender at Lüneburg Heath in Germany on 3 May 1945.

[article_dba72676d87c05533d7c_b256_s0000-0003] TITLE: Battle of White Plains | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: The Battle of White Plains was a battle in the New York and New Jersey campaign of the American Revolutionary War fought on October 28, 1776, near White Plains, New York.  Following the retreat of George Washington's Continental Army northward from New York City, British General William Howe landed troops in Westchester County, intending to cut off Washington's escape route.  Alerted to this move, Washington retreated farther, establishing a position in the village of White Plains but failed to establish firm control over local high ground.  Howe's troops drove Washington's troops from a hill near the village; following this loss, Washington ordered the Americans to retreat farther north.

[article_c2c599ebfd269b813e14_b256_s0000-0007] TITLE: Jacobite rising of 1745 | SENTENCE_IDS: [0, 1, 2, 3, 4, 5, 6, 7] | TEXT: The Jacobite rising of 1745 (Scottish Gaelic: ""Bliadhna Theàrlaich"" ] , ""The Year of Charles"") was the attempt by Charles Edward Stuart to regain the British throne for the exiled House of Stuart.  The rising occurred during the War of the Austrian Succession, when most of the British Army was on the European continent.  Charles Edward Stuart, commonly known as ""Bonnie Prince Charlie"" or ""the Young Pretender"", sailed to Scotland and raised the Jacobite standard at Glenfinnan in the Scottish Highlands, where he was supported by a gathering of Highland clansmen.  The march south began with an initial victory at Prestonpans near Edinburgh.  The Jacobite army, now in bold spirits, marched onwards to Carlisle, over the border in England.  When it reached Derby, some British divisions were recalled from the Continent and the Jacobite army retreated north to Inverness where the last battle on Scottish soil took place on a nearby moor at Culloden.  The Battle of Culloden ended with the final defeat of the Jacobite cause.  Charles Edward Stuart fled with a price on his head before finally sailing to France.

[article_c9e76ab00a5670c88657_b256_s0000-0002] TITLE: Lee's Farewell Address | SENTENCE_IDS: [0, 1, 2] | TEXT: Confederate General Robert E. Lee issued his Farewell Address, also known as General Order No. 9 (sometimes Orders) to his Army of Northern Virginia on April 10, 1865, the day after he surrendered the army to Lt. Gen. Ulysses S. Grant.  Lee's surrender was instrumental in bringing about the end of the American Civil War.  The text of the order, which were written and drafted by Col. Charles Marshall, edited and finalized by Lee, were issued as follows:

[article_3af7d1f392f0bbd9a6a9_b256_s0000-0001] TITLE: Simon Bolivar Buckner | SENTENCE_IDS: [0, 1] | TEXT: Simon Bolivar Buckner (April 1, 1823 – January 8, 1914) was an American soldier and politician who fought in the United States Army in the Mexican–American War and in the Confederate States Army during the American Civil War.  He later served as the 30th Governor of Kentucky.

[article_800467263196d6d6f5f4_b256_s0000-0002] TITLE: New York and New Jersey campaign | SENTENCE_IDS: [0, 1, 2] | TEXT: The New York and New Jersey campaign was a series of battles for control of New York City and the state of New Jersey in the American Revolutionary War between British forces under General Sir William Howe and the Continental Army under General George Washington in 1776 and the winter months of 1777.  Howe was successful in driving Washington out of New York City, but overextended his reach into New Jersey, and ended the active campaign season in January 1777 with only a few outposts near the city.  The British held New York harbor for the rest of the war, using it as a base for expeditions against other targets.

[article_715741d1ebba58b28b20_b256_s0000-0004] TITLE: Stapleton Cotton, 1st Viscount Combermere | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Field Marshal Stapleton Cotton, 1st Viscount Combermere {'1': "", '2': "", '3': "", '4': ""} (14 November 1773 – 21 February 1865), was a British Army officer, diplomat and politician.  As a junior officer he took part in the Flanders Campaign, in the Fourth Anglo-Mysore War and in the suppression of Robert Emmet's insurrection in 1803.  He commanded a cavalry brigade in Sir Arthur Wellesley's Army before being given overall command of the cavalry in the latter stages of the Peninsular War.  He went on to be Commander-in-Chief, Ireland and then Commander-in-Chief, India.  In the latter role he stormed Bharatpur—a fort which previously had been deemed impregnable.

[article_1e95c76e52b59e603d04_b256_s0000-0002] TITLE: Omar Khadr | SENTENCE_IDS: [0, 1, 2] | TEXT: Omar Ahmed Sayid Khadr (born September 19, 1986) is a Canadian citizen who was detained by the United States at Guantanamo Bay for ten years, from the age of 16, during which he pleaded guilty to the murder of U.S. Army Sergeant 1st Class Christopher Speer and other charges.  He later appealed his conviction, claiming that he falsely pleaded guilty so that he could return to Canada.  Khadr sued the Canadian government for infringing his rights under the Charter of Rights and Freedoms; this lawsuit was settled in 2017 with a $10.5 million (USD 8 million) payment and an apology by the federal government.

[article_768a161379ddfc0de64e_b256_s0000-0001] TITLE: Peggy Schuyler | SENTENCE_IDS: [0, 1] | TEXT: Margarita ""Peggy"" Schuyler Van Rensselaer (September 19, 1758 – March 14, 1801) was the third daughter of Continental Army General Philip Schuyler.  She was the wife of Stephen Van Rensselaer III, sister of Angelica Schuyler Church, Philip Jeremiah Schuyler, and Elizabeth Schuyler Hamilton, and sister in law of John Barker Church and Alexander Hamilton.

[article_c694fa0bc8217482f38f_b256_s0000-0005] TITLE: 1st Virginia Regiment | SENTENCE_IDS: [0, 1, 2, 3, 4, 5] | TEXT: The 1st Virginia Regiment was raised, on July 17, 1775, at Williamsburg, Virginia as a state militia unit and later for service with the (U.S.) Continental Army.  Its origins go back to the Charles City-Henrico County Regiment of Militia founded in 1652.  During the French and Indian War, the Virginia Regiment was commanded by Colonel George Washington.  The regiment saw action at the Battle of Great Bridge, New York Campaign, Battle of Trenton, Battle of Princeton, Battle of Brandywine, Battle of Germantown, Battle of Monmouth, Battle of Stony Point and the Siege of Charleston.  Most of the regiment was captured at Charlestown, South Carolina, on May 12, 1780, by the British and the regiment was formally disbanded on November 15, 1783.  The 276th Engineer Battalion is the successor to the 1st Virginia Regiment.

[article_a1cab453c5d16d4896b6_b256_s0000-0002] TITLE: Bonus Army | SENTENCE_IDS: [0, 1, 2] | TEXT: Bonus Army was the popular name for an assemblage of some 43,000 marchers—17,000 U.S. World War I veterans, their families, and affiliated groups—who gathered in Washington, D.C. in the summer of 1932 to demand cash-payment redemption of their service certificates.  Organizers called the demonstrators the ""Bonus Expeditionary Force"", to echo the name of World War I's American Expeditionary Forces, while the media referred to them as the ""Bonus Army"" or ""Bonus Marchers"".  The contingent was led by Walter W. Waters, a former sergeant.

[article_6b2cf3bf51c4d65a4737_b256_s0000-0003] TITLE: Newton Knight | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Newton Knight (November 10, 1829 – February 16, 1922) was an American farmer, soldier and Southern Unionist in Mississippi, best known as the leader of the Knight Company, a band of Confederate army deserters who resisted the Confederacy during the Civil War.  Local legends tell of Knight and his men forming the ""Free State of Jones"" in the area in and around Jones County, Mississippi, at the height of the war.  The nature and extent of the Knight Company's opposition to the Confederate government is disputed among historians.  After the war, Knight joined the Republican Party and served in Mississippi's Reconstruction government as a deputy US Marshal.

[article_6e2b3f6231eebf845e4f_b256_s0000-0002] TITLE: Operation Diadem | SENTENCE_IDS: [0, 1, 2] | TEXT: Operation Diadem, also referred to as the Fourth Battle of Monte Cassino or, in Canada, the Battle of the Liri Valley, was an offensive operation undertaken by the Allies of World War II (U.S. Fifth Army and British Eighth Army in May 1944, as part of the Italian Campaign of World War II.  ""Diadem"" was supported by air attacks called Operation Strangle.  The opposing force was the German 10th Army.

[article_8d15af66eff6d170b1e9_b256_s0000-0003] TITLE: 1994 British Army Lynx shootdown | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: On 20 March 1994, a British Army Lynx helicopter was shot down by the Provisional Irish Republican Army (IRA) in Northern Ireland.  A unit of the IRA's South Armagh Brigade fired an improvised mortar at the British Army base in Crossmaglen, County Armagh.  The mortar round hit and shot down the helicopter, serial number ZD275, while it was hovering over the helipad.  Three British soldiers and a Royal Ulster Constabulary (RUC) member were wounded.

[article_53647b3de6968dd8573f_b256_s0000-0001] TITLE: Philip Livingston | SENTENCE_IDS: [0, 1] | TEXT: Philip Livingston was an American merchant and statesman from New York City.  He was a delegate for New York to the Continental Congress from 1775 to 1778, and signed the Declaration of Independence.","[{""title"": ""John André"", ""sentence_id"": 0}, {""title"": ""Benedict Arnold"", ""sentence_id"": 0}]",sufficient,1,0.9122708439826965,1,correct_stop,3280,>2048,2,2,0.0,,,,
38,hotpot_005794,rerank@20,What airport is off National Route A002 and is largest airport in Greater Buenos Aires?,Ministro Pistarini International Airport,"[{""title"": ""National Route A002 (Argentina)"", ""sentence_id"": 0}, {""title"": ""Ministro Pistarini International Airport"", ""sentence_id"": 0}, {""title"": ""Ministro Pistarini International Airport"", ""sentence_id"": 1}]","[article_2c81de07090f9a943e3a_b256_s0000-0000] TITLE: National Route A002 (Argentina) | SENTENCE_IDS: [0] | TEXT: National Route A002 Autopista Teniente General Pablo Riccheri connects Avenida General Paz with Ministro Pistarini International Airport (Ezeiza).

[article_05f9b816e1204429f870_b256_s0000-0004] TITLE: Ministro Pistarini International Airport | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Ministro Pistarini International Airport (Spanish: ""Aeropuerto Internacional Ministro Pistarini"" ) (IATA: EZE, ICAO: SAEZ) , known as Ezeiza International Airport owing to its location in the Ezeiza Partido in Greater Buenos Aires, is an international airport 22 km south-southwest of the Autonomous City of Buenos Aires, the capital city of Argentina.  It is the country's largest international airport by number of passengers handled—85% of international traffic—and is a hub for international flights of Aerolíneas Argentinas and LATAM Argentina.  Aerolineas Argentinas and its subsidiary Austral Lineas Aereas do operate limited domestic or ""cabotaje"" air service from Pistarini Airport as well.  Covering 3,475 hectares (13.42 sq mi; 8,590 acres), the airport serves Buenos Aires and its metropolitan area.  It has been operated by ""Aeropuertos Argentina 2000 S.A."" since 1998.

[article_5e170cd83cb3f90f0114_b256_s0000-0005] TITLE: Líneas Aéreas Privadas Argentinas | SENTENCE_IDS: [0, 1, 2, 3, 4, 5] | TEXT: Líneas Aéreas Privadas Argentinas (English: ""Private Argentine Air Lines"" ), more commonly known by the acronym LAPA, was an airline based in Buenos Aires, Argentina.  At its heyday, the carrier operated international services to the United States and Uruguay, as well as an extensive domestic network within Argentina.  Additionally, the company also operated charter services.  Domestic and regional flights were operated from downtown's Aeroparque Jorge Newbery, whereas an international service to Atlanta was operated from Ministro Pistarini International Airport.  LAPA was the first carrier to break a monopolistic market controlled by Aerolíneas Argentinas and its sister company Austral Líneas Aéreas, offering competitive prices.  It ceased operations in April 2003.

[article_61fdac1eb8c70c873672_b256_s0000-0002] TITLE: Austral Líneas Aéreas | SENTENCE_IDS: [0, 1, 2] | TEXT: Cielos del Sur S.A., operating as Austral Líneas Aéreas, more commonly known by its shortened name Austral, is a domestic airline of Argentina, the sister company of Aerolíneas Argentinas.  It is the second largest domestic scheduled airline in the country, after Aerolíneas Argentinas itself.  As a subsidiary of Aerolíneas Argentinas, the company shares its headquarters with that airline, which is located in the Aeroparque Jorge Newbery of Buenos Aires, the main base of operations of the company.

[article_3aed6fe15261a96cb25a_b256_s0000-0004] TITLE: Rafael Hernández Airport | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Rafael Hernández Airport (IATA: BQN, ICAO: TJBQ, FAA LID: BQN) is a joint civil-military airport located in Aguadilla, Puerto Rico.  It is named after the Puerto Rican composer Rafael Hernández Marín and is the second largest international airport in Puerto Rico in the region of Porta del Sol, Puerto Rico's west coast.  It is also home to Coast Guard Air Station Borinquen.  Rafael Hernandez Airport mainly serves Puerto Rican westerners living in the Eastern Region of the United States.  The airport previously served as a focus city for PAWA Dominicana.

[article_6df9e1fc6822c83338fc_b256_s0000-0001] TITLE: LATAM Chile | SENTENCE_IDS: [0, 1] | TEXT: LATAM Airlines, formerly LAN Airlines S.A., is an airline based in Santiago, Chile, and is one of the founders of LATAM Airlines Group, Latin America's largest airline holding company.  The main hub is Comodoro Arturo Merino Benítez International Airport in Santiago, Chile, with secondary hubs in El Dorado (Bogotá), Jorge Chávez (Lima), José Joaquín de Olmedo (Guayaquil) and Jorge Newbery (Buenos Aires) airports.

[article_9e020b0347d6bada510d_b256_s0000-0004] TITLE: San Antonio International Airport | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: San Antonio International Airport (IATA: SAT, ICAO: KSAT, FAA LID: SAT) is an international airport located in San Antonio, Texas and serving the Greater San Antonio metropolitan area.  It is located in Uptown Central San Antonio, about 8 miles north of Downtown.  Its has three runways and covers 2,305 acres (933 ha).  Its elevation is 809 ft above sea level.  SAT is a Class C airport.

